"position.x","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_fum_rec","dst_fum_rec_sd","dst_sacks","dst_sacks_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","first_name","last_name","team","position.y","age","exp"
"TE","16333","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0.8,0.14826,23.175,0.7413,222.25,11.8608,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elijah","Higgins","ARI","TE",26,-3
"TE","16333","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0.801058201058201,0.164502711272839,22.8384479717813,1.37823369197489,214.924162257496,24.4169689687461,0.749559082892416,0.500911767112477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elijah","Higgins","ARI","TE",26,-3
"TE","14984","average",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,17.45,7.84888527117068,136,84.8528137423857,0.5,0.707106781186548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie","Woerner","ATL","TE",29,0
"TE","14984","robust",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,17.45,8.22843,136,88.956,0.5,0.7413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie","Woerner","ATL","TE",29,0
"TE","14984","weighted",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,17.5080139372822,7.84888527117068,136.627177700348,84.8528137423857,0.505226480836237,0.707106781186548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie","Woerner","ATL","TE",29,0
"TE","17109","average",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,17.5,3.04138126514911,162.666666666667,29.8384539367128,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitchell","Evans","CAR","TE",23,-5
"TE","17109","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,17.125,0.7413,159,7.413,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitchell","Evans","CAR","TE",23,-5
"TE","17109","weighted",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,17.3268292682927,2.95996951821544,160.931707317073,29.06914314061,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitchell","Evans","CAR","TE",23,-5
"TE","16643","average",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,26.675,6.63494536526112,220.25,78.1808800155127,1.275,0.485626742811116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ja'Tavion","Sanders","CAR","TE",23,-4
"TE","16643","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,26.675,6.44931,191.25,20.7564,1.075,0.0741300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ja'Tavion","Sanders","CAR","TE",23,-4
