"player","pos","team","games","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","rec_rz_tgt","rec_09_tds","rec_1019_tds","rec_2029_tds","rec_3039_tds","rec_4049_tds","rec_50_tds","rush_50_yds","rush_100_yds","rec_150_yds","rec_200_yds","return_yds","scoring_opp","bye"
"DeVonta Smith","WR","PHI",NA,128,91,1129,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"4241478","ESPN","15282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetairoa McMillan","WR","CAR",NA,140,83,1182,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"4685472","ESPN","17071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zay Flowers","WR","BAL",NA,117,82,1170,NA,NA,5,10,57,NA,0,NA,NA,NA,"4429615","ESPN","16190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emeka Egbuka","WR","TB",NA,128,70,1127,NA,NA,7,2,12,NA,0,NA,NA,NA,"4567750","ESPN","17081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ladd McConkey","WR","LAC",NA,122,80,1039,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"4612826","ESPN","16627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tee Higgins","WR","CIN",NA,115,73,955,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"4239993","ESPN","14835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","WR","LAR",NA,124,68,1014,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"16800","ESPN","11675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Waddle","WR","DEN",NA,119,77,993,NA,NA,6,2,12,NA,0,NA,NA,NA,"4372016","ESPN","15284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terry McLaurin","WR","WAS",NA,119,77,1051,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"3121422","ESPN","14109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Moore","WR","BUF",NA,107,67,946,NA,NA,7,7,36,NA,0,NA,NA,NA,"3915416","ESPN","13635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jameson Williams","WR","DET",NA,102,64,1026,NA,NA,6,7,45,NA,1,NA,NA,NA,"4426388","ESPN","15756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rome Odunze","WR","CHI",NA,119,60,1034,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"4431299","ESPN","16616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luther Burden III","WR","CHI",NA,114,76,941,NA,NA,5,9,49,NA,0,NA,NA,NA,"4685278","ESPN","17070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carnell Tate","WR","TEN",NA,121,75,1023,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"4871023","ESPN","17497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Evans","WR","SF",NA,101,57,889,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"16737","ESPN","11671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Harrison Jr.","WR","ARI",NA,126,69,954,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"4432708","ESPN","16614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Pittman Jr.","WR","PIT",NA,130,88,863,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"4035687","ESPN","14842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DK Metcalf","WR","PIT",NA,113,65,944,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"4047650","ESPN","14102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Courtland Sutton","WR","DEN",NA,119,69,894,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"3128429","ESPN","13630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Watson","WR","GB",NA,96,56,883,NA,NA,7,2,13,NA,0,NA,NA,NA,"4248528","ESPN","15789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker Washington","WR","JAC",NA,108,64,849,NA,NA,5,8,39,NA,0,NA,NA,NA,"4432620","ESPN","16192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wan'Dale Robinson","WR","TEN",NA,116,79,823,NA,NA,2,4,22,NA,0,NA,NA,NA,"4569587","ESPN","15757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Wilson","WR","ARI",NA,115,71,860,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4360761","ESPN","16206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefon Diggs","WR","WAS",NA,98,75,769,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2976212","ESPN","12186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alec Pierce","WR","IND",NA,104,60,941,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"4360078","ESPN","15768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Travis Hunter","WR","JAC",NA,62,38,452,NA,NA,3,2,11,NA,0,NA,NA,NA,"4685415","ESPN","17074",1,0,0,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakobi Meyers","WR","JAC",NA,108,70,766,NA,NA,5,6,32,NA,0,NA,NA,NA,"3916433","ESPN","14127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Thomas Jr.","WR","JAC",NA,102,57,860,NA,NA,5,4,23,NA,0,NA,NA,NA,"4432773","ESPN","16618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Golden","WR","GB",NA,107,68,887,NA,NA,5,4,24,NA,0,NA,NA,NA,"4701936","ESPN","17075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Godwin Jr.","WR","TB",NA,91,60,700,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"3116165","ESPN","13163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Addison","WR","MIN",NA,99,61,769,NA,NA,5,2,14,NA,0,NA,NA,NA,"4429205","ESPN","16186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Downs","WR","IND",NA,100,70,696,NA,NA,3,2,11,NA,0,NA,NA,NA,"4688813","ESPN","16187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khalil Shakir","WR","BUF",NA,92,70,765,NA,NA,4,2,13,NA,0,NA,NA,NA,"4373678","ESPN","15761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Makai Lemon","WR","PHI",NA,83,52,736,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"4870795","ESPN","17499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quentin Johnston","WR","LAC",NA,90,53,778,NA,NA,6,2,11,NA,0,NA,NA,NA,"4429025","ESPN","16188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jayden Reed","WR","GB",NA,91,65,741,NA,NA,4,9,63,NA,0,NA,NA,NA,"4362249","ESPN","16184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Zhaun Stribling","WR","SF",NA,85,52,798,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"4710714","ESPN","17514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Worthy","WR","KCC",NA,92,56,788,NA,NA,5,12,76,NA,1,NA,NA,NA,"4683062","ESPN","16620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romeo Doubs","WR","NE",NA,78,52,667,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"4361432","ESPN","15779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Coker","WR","CAR",NA,88,61,688,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4695883","ESPN","16809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deebo Samuel Sr.","WR","SF",NA,69,48,625,NA,NA,4,22,109,NA,1,NA,NA,NA,"3126486","ESPN","14136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KC Concepcion","WR","CLE",NA,94,59,738,NA,NA,3,6,35,NA,0,NA,NA,NA,"4870653","ESPN","17501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen McMillan","WR","TB",NA,75,47,588,NA,NA,4,4,25,NA,0,NA,NA,NA,"4430834","ESPN","16628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tank Dell","WR","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4366031","ESPN","16204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","WR","IND",NA,79,55,539,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"15818","ESPN","11222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashid Shaheed","WR","SEA",NA,71,43,646,NA,NA,3,14,87,NA,1,NA,NA,NA,"4032473","ESPN","16080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denzel Boston","WR","CLE",NA,89,55,693,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4832800","ESPN","17500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerry Jeudy","WR","CLE",NA,94,52,721,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4241463","ESPN","14833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Ridley","WR","TEN",NA,83,43,677,NA,NA,3,6,32,NA,0,NA,NA,NA,"3925357","ESPN","13629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adonai Mitchell","WR","NYJ",NA,75,42,623,NA,NA,4,2,11,NA,0,NA,NA,NA,"4597500","ESPN","16626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caleb Douglas","WR","MIA",NA,70,43,581,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4869645","ESPN","17599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordyn Tyson","WR","NO",NA,58,36,484,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4880281","ESPN","17498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tre Tucker","WR","LV",NA,82,48,659,NA,NA,3,10,57,NA,0,NA,NA,NA,"4428718","ESPN","16287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Nailor","WR","LV",NA,76,44,608,NA,NA,3,2,11,NA,0,NA,NA,NA,"4382466","ESPN","15786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashod Bateman","WR","BAL",NA,65,38,613,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"4360939","ESPN","15293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dontayvion Wicks","WR","PHI",NA,64,40,520,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4428850","ESPN","16195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devaughn Vele","WR","NO",NA,76,49,543,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4569559","ESPN","16788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylin Noel","WR","HOU",NA,77,51,578,NA,NA,3,4,22,NA,0,NA,NA,NA,"4586312","ESPN","17080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Kobi Lane","WR","BAL",NA,56,34,530,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"4870847","ESPN","17517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jauan Jennings","WR","MIN",NA,72,47,485,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"3886598","ESPN","14860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malachi Fields","WR","NYG",NA,51,33,408,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4682648","ESPN","17511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germie Bernard","WR","PIT",NA,68,40,504,NA,NA,3,2,12,NA,0,NA,NA,NA,"4685261","ESPN","17503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tre' Harris","WR","LAC",NA,53,35,410,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4686612","ESPN","17072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Flournoy","WR","DAL",NA,51,34,383,NA,NA,3,2,12,NA,0,NA,NA,NA,"5083754","ESPN","16778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zachariah Branch","WR","ATL",NA,49,31,382,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4870612","ESPN","17507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omar Cooper Jr.","WR","NYJ",NA,48,33,396,NA,NA,2,2,12,NA,0,NA,NA,NA,"4723820","ESPN","17502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayshon Boutte","WR","HOU",NA,82,51,666,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"4429022","ESPN","16193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Washington","WR","MIA",NA,65,44,471,NA,NA,2,13,78,NA,0,NA,NA,NA,"4569603","ESPN","16684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper Kupp","WR","SEA",NA,57,38,472,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"2977187","ESPN","13164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Legette","WR","CAR",NA,62,36,417,NA,NA,3,2,11,NA,0,NA,NA,NA,"4430034","ESPN","16639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahan Dotson","WR","ATL",NA,60,35,443,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4361409","ESPN","15755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Hutchinson","WR","HOU",NA,60,34,432,NA,NA,2,2,12,NA,0,NA,NA,NA,"4686422","ESPN","16201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Tolbert","WR","MIA",NA,60,35,442,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4249417","ESPN","15788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Bell","WR","MIA",NA,55,34,449,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4869961","ESPN","17506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeMario Douglas","WR","NE",NA,41,30,365,NA,NA,2,4,21,NA,0,NA,NA,NA,"4427095","ESPN","16342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darius Slayton","WR","NYG",NA,46,28,396,NA,NA,2,2,12,NA,0,NA,NA,NA,"3916945","ESPN","14122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Williams","WR","WAS",NA,41,26,344,NA,NA,2,4,22,NA,0,NA,NA,NA,"5081432","ESPN","17512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyquan Thornton","WR","KCC",NA,43,24,359,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4362921","ESPN","15787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keon Coleman","WR","BUF",NA,41,24,338,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"4635008","ESPN","16617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaac TeSlaa","WR","DET",NA,38,24,301,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"5123663","ESPN","17157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pat Bryant","WR","DEN",NA,45,28,320,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4600981","ESPN","17082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Mims Jr.","WR","DEN",NA,34,24,273,NA,NA,2,8,45,NA,0,NA,NA,NA,"4686472","ESPN","16189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrei Iosivas","WR","CIN",NA,40,24,276,NA,NA,2,2,11,NA,0,NA,NA,NA,"4368003","ESPN","16207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin Coleman Jr.","WR","MIA",NA,45,27,352,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4685307","ESPN","17528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KaVontae Turpin","WR","DAL",NA,28,18,227,NA,NA,2,18,103,NA,0,NA,NA,NA,"3676833","ESPN","15981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jack Bech","WR","LV",NA,44,28,315,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4603186","ESPN","17078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tory Horton","WR","SEA",NA,35,22,299,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4597703","ESPN","17098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ted Hurst III","WR","TB",NA,37,23,295,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"5220680","ESPN","17520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnell Mooney","WR","NYG",NA,40,21,308,NA,NA,2,2,12,NA,0,NA,NA,NA,"4040655","ESPN","14974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mack Hollins","WR","NE",NA,31,21,258,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2991662","ESPN","13289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Benson","WR","LV",NA,38,23,287,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"5150247","ESPN","17706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyrus Allen","WR","KCC",NA,33,19,245,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4912218","ESPN","17518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Williams","WR","NE",NA,26,16,230,NA,NA,1,4,22,NA,0,NA,NA,NA,"4613202","ESPN","17134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy Franklin","WR","DEN",NA,28,17,216,NA,NA,2,2,11,NA,0,NA,NA,NA,"4431280","ESPN","16619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joshua Palmer","WR","BUF",NA,31,19,231,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4242433","ESPN","15319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kendrick Bourne","WR","ARI",NA,34,23,239,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3045523","ESPN","13418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalif Raymond","WR","CHI",NA,26,19,188,NA,NA,1,5,27,NA,0,NA,NA,NA,"2973405","ESPN","13066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dyami Brown","WR","WAS",NA,26,16,216,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"4361577","ESPN","15292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treylon Burks","WR","WAS",NA,26,15,217,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4567156","ESPN","15752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devontez Walker","WR","BAL",NA,23,14,209,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4696882","ESPN","16621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryce Lance","WR","NO",NA,28,16,211,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4879276","ESPN","17519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savion Williams","WR","GB",NA,20,13,149,NA,NA,1,9,46,NA,0,NA,NA,NA,"4431487","ESPN","17096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimere Dike","WR","TEN",NA,17,11,112,NA,NA,1,10,50,NA,1,NA,NA,NA,"4431268","ESPN","17171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zavion Thomas","WR","CHI",NA,21,13,154,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4869748","ESPN","17521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaiah Bond","WR","CLE",NA,21,11,152,NA,NA,1,4,24,NA,0,NA,NA,NA,"4808839","ESPN","17076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollywood Brown","WR","PHI",NA,20,13,156,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4241372","ESPN","14105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skyler Bell","WR","BUF",NA,20,12,164,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"4683153","ESPN","17508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olamide Zaccheaus","WR","ATL",NA,22,14,142,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3917914","ESPN","14592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton Dulin","WR","IND",NA,16,10,128,NA,NA,1,4,26,NA,0,NA,NA,NA,"4061956","ESPN","14315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaiah Williams","WR","NYJ",NA,17,12,114,NA,NA,0,2,13,NA,0,NA,NA,NA,"4569371","ESPN","16630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tutu Atwell","WR","LAR",NA,17,10,139,NA,NA,1,2,12,NA,0,NA,NA,NA,"4360797","ESPN","15301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
