avg_type,id,pos,points,sd_pts,sd_pts_imputed,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,points_vor_flex,flex_rank,first_name,last_name,team,position,age,exp,overall_ecr,pos_ecr,sd_ecr,adp,adp_source,adp_ffa,adp_sd,adp_sd_source,adp_sd_ffa,adp_diff,aav,aav_sd,pid,adp_tsv,min_pick,max_pick,n_picks
average,13589,QB,376.164571428571,12.1101789534967,FALSE,41.084,367.754,395.58,61.3965714285714,71.086,57.9520000000001,9,6,10,1,1,NA,NA,Josh,Allen,BUF,QB,30,2,28.72,1.01,0.1,32.45,ADP.tsv,18.804,9.1527,ADP.tsv,8.50155891586949,-9.804,38.215,11.6786418302815,16074,32.45,10,63,340
average,13593,QB,335.080571428571,17.2081260151238,FALSE,4.3017142857143,320.6166,360.522,20.3125714285714,23.9486,22.8939999999999,29,23,29,2,1,NA,NA,Lamar,Jackson,BAL,QB,29,2,38.18,2.46,0.93,64.42,ADP.tsv,41.516,18.8234,ADP.tsv,11.2351886499515,-12.516,25.535,10.5414740430359,16081,64.42,5,114,340
average,16581,QB,330.778857142857,14.6689512398191,FALSE,1.69314285714285,317.2398,352.258,16.0108571428571,20.5718,14.6300000000001,33,27,36,3,1,NA,NA,Jayden,Daniels,WAS,QB,26,-4,61.59,6.15,2.34,90.82,ADP.tsv,63.814,26.5946,ADP.tsv,9.05596952291691,-30.814,11.924,4.85648926694994,21126,90.82,10,164,340
average,16580,QB,329.085714285714,17.2625402313244,FALSE,1.3857142857143,316.086,356.354,14.3177142857143,19.418,18.726,37,29,32,4,1,NA,NA,Drake,Maye,NEP,QB,24,-4,43.17,3.26,1.07,65.89,ADP.tsv,49.336,16.2330,ADP.tsv,11.3171950588474,-12.336,16.3745,6.65413035264564,21125,65.89,7,101,340
average,14783,QB,327.7,13.4170724576315,FALSE,6.63114285714283,315.509,346.75,12.932,18.841,9.12200000000001,38,30,43,5,1,NA,NA,Jalen,Hurts,PHI,QB,28,0,60.14,5.82,1.67,97.58,ADP.tsv,64.948,25.5584,ADP.tsv,11.4598593359605,-26.948,14.2755,7.73959822923645,17999,97.58,8,156,340
average,14777,QB,321.068857142857,16.6915007456746,FALSE,2.69285714285718,308.8408,346.299,6.30085714285713,12.1728,8.67099999999999,44,41,45,6,2,NA,NA,Joe,Burrow,CIN,QB,30,0,50.19,4.54,1.36,62.41,ADP.tsv,50.276,17.6146,ADP.tsv,11.57095778231,-6.276,16.6755,8.58697739312268,17968,62.41,6,108,340
average,16579,QB,318.376,23.3139074374074,FALSE,0.839999999999975,292.372,342.648,3.60799999999995,-4.29599999999999,5.02000000000004,51,72,56,7,2,NA,NA,Caleb,Williams,CHI,QB,25,-4,67.54,7.04,1.71,81.56,ADP.tsv,73.936,21.2411,ADP.tsv,14.3032871746323,-22.936,9.893,6.27882369556592,21124,81.56,19,142,340
average,17032,QB,317.536,14.9033712069898,FALSE,1.19457142857141,302.878,339.266,2.76799999999997,6.20999999999998,1.63799999999998,53,48,59,8,2,NA,NA,Jaxson,Dart,NYG,QB,23,-5,99.71,13.32,2.88,123.84,ADP.tsv,104.216,28.8396,ADP.tsv,13.6040708613268,-51.216,6.534,3.19131132921876,22087,123.84,22,189,340
average,15237,QB,316.341428571429,18.2665974103658,FALSE,1.57342857142856,297.266,340.227,1.57342857142856,0.597999999999956,2.59899999999999,56,60,57,9,2,NA,NA,Trevor,Lawrence,JAC,QB,27,-1,77.14,8.99,2.02,91.97,ADP.tsv,82.202,21.0684,ADP.tsv,9.86450282578904,-26.202,8.4075,5.67389361461775,18779,91.97,14,136,340
average,14779,QB,314.768,20.3727396292202,FALSE,0.636000000000024,295.304,336.728,0,-1.36399999999998,-0.89999999999992,61,66,63,10,2,NA,NA,Justin,Herbert,LAC,QB,28,0,73.21,8.22,2.16,90.85,ADP.tsv,84.478,22.6226,ADP.tsv,17.1541381596395,-23.478,9.7215,6.92113767743425,17976,90.85,13,144,340
average,16582,QB,314.132,22.2582056779067,FALSE,0.440571428571445,288.956,337.628,-0.636000000000024,-7.71199999999999,0,62,80,61,11,2,NA,NA,Bo,Nix,DEN,QB,26,-4,99.2,12.7,1.99,120.87,ADP.tsv,104.464,25.3857,ADP.tsv,16.9150496304327,-42.464,6.619,5.18172201106929,20299,120.87,26,173,340
average,12620,QB,313.691428571429,15.2707066291112,FALSE,3.07142857142856,298.542,333.014,-1.07657142857147,1.87400000000002,-4.61399999999998,64,57,66,12,2,NA,NA,Dak,Prescott,DAL,QB,33,4,79,9.27,2.04,91.12,ADP.tsv,69.506,21.0684,ADP.tsv,14.1156956612134,-5.506,10.8345,7.62190860283696,14553,91.12,15,137,340
average,13116,QB,310.62,14.4340985170533,FALSE,1.53571428571428,295.34,328.332,-4.14800000000002,-1.32799999999997,-9.29599999999999,69,65,78,13,2,NA,NA,Patrick,Mahomes,KCC,QB,31,3,104.44,14.13,2.41,125.26,ADP.tsv,102.016,24.8676,ADP.tsv,16.5771536760688,-33.016,8.8555,8.95422027593693,15234,125.26,35,179,340
average,15698,QB,309.084285714286,11.63802225057,FALSE,3.78428571428572,296.668,326.078,-5.6837142857143,0,-11.55,70,61,84,14,2,NA,NA,Brock,Purdy,SFO,QB,27,-2,97.17,12.37,2.15,115.37,ADP.tsv,96.854,24.1769,ADP.tsv,16.2051826277892,-26.854,5.566,4.44829270619639,19742,115.37,23,163,340
average,9431,QB,305.3,19.7901288525366,FALSE,1.94400000000002,287.44,331.156,-9.46800000000002,-9.22800000000001,-6.47199999999992,80,84,70,15,2,NA,NA,Matthew,Stafford,LAR,QB,38,11,108.78,15.18,2.45,107.61,ADP.tsv,89.128,25.2130,ADP.tsv,25.005051009746,-9.128,8.1635,6.88075553627652,7697,107.61,20,166,340
average,12611,QB,303.356,20.8295050349258,FALSE,3.27999999999997,282.088,328.052,-11.412,-14.58,-9.57600000000002,85,100,79,16,3,NA,NA,Jared,Goff,DET,QB,32,4,107.08,14.7,2.48,113.84,ADP.tsv,104.744,24.8676,ADP.tsv,14.7466723025908,-19.744,5.928,5.82166230556188,14748,113.84,18,162,340
average,14056,QB,300.076,17.9131203311986,FALSE,2.74799999999999,287.78,324.344,-14.692,-8.88800000000003,-13.284,92,82,93,17,3,NA,NA,Kyler,Murray,MIN,QB,29,1,118.44,16.82,2.44,138.79,ADP.tsv,126.354,27.2853,ADP.tsv,17.3364432338355,-34.354,5.333,5.24816034434925,17009,138.79,45,203,340
average,13590,QB,297.328,23.8331894634352,FALSE,2.78000000000003,271.232,319.048,-17.44,-25.436,-18.58,106,129,108,18,3,NA,NA,Baker,Mayfield,TBB,QB,31,2,124.4,18.6,1.89,136.19,ADP.tsv,127.662,28.6669,ADP.tsv,15.4383138975731,-21.662,4.3575,4.63970028665646,16069,136.19,36,202,340
average,17039,QB,294.548,18.4552572455655,FALSE,8.47199999999998,274.036,316.744,-20.22,-22.632,-20.884,117,122,118,19,3,NA,NA,Tyler,Shough,NOS,QB,27,-5,131.18,19.62,1.88,146.06,ADP.tsv,138.36,29.5303,ADP.tsv,14.4729913977726,-21.36,3.005,2.50760343754749,22220,146.06,41,212,340
average,14782,QB,286.076,13.4580340317596,FALSE,6.76400000000001,277.408,304.684,-28.692,-19.26,-32.944,139,113,156,20,4,NA,NA,Jordan,Love,GBP,QB,28,0,121.61,17.8,2.24,140.26,ADP.tsv,132.85,29.3576,ADP.tsv,18.1987450116759,6.15000000000001,4.8235,4.64912429926325,17997,140.26,48,218,340
average,15694,QB,279.312,20.3205344417906,FALSE,4.476,253.316,299.136,-35.456,-43.352,-38.492,154,164,168,21,4,NA,NA,Malik,Willis,MIA,QB,27,-2,139.55,20.15,2.75,159.74,ADP.tsv,145.996,29.9036,ADP.tsv,18.4941099812886,8.00399999999999,4.207,5.09276614424813,19458,159.74,52,225,337
average,13592,QB,274.836,16.0098182375691,FALSE,0.560000000000002,256.604,293.648,-39.932,-40.064,-43.98,167,160,176,22,4,NA,NA,Sam,Darnold,SEA,QB,29,2,148.42,22.49,1.55,169.52,ADP.tsv,141.596,31.3659,ADP.tsv,19.508577190559,25.404,3.78,4.26337894163772,16077,169.52,56,237,329
average,16150,QB,274.276,24.4522530659242,FALSE,15.128,248.192,303.076,-40.492,-48.476,-34.552,168,172,160,23,5,NA,NA,C.J.,Stroud,HOU,QB,25,-3,154.76,23.22,1.41,202.54,ADP.tsv,146.094,31.7960,ADP.tsv,22.0244950906939,21.906,3.031,3.46174565790152,20280,202.54,62,240,248
average,16148,QB,259.148,14.1230846489002,FALSE,13.484,248.144,275.26,-55.62,-48.524,-62.368,192,173,211,24,6,NA,NA,Bryce,Young,CAR,QB,25,-3,189.08,26.05,1.29,236.33,ADP.tsv,123.085,37.9855,ADP.tsv,1.685,68.915,3.00933333333333,2.93542289211547,20281,236.33,66,267,150
average,12616,QB,245.664,37.2696079936454,FALSE,4.64000000000001,206.884,292.6,-69.104,-89.784,-45.028,212,234,178,25,6,NA,NA,Jacoby,Brissett,ARI,QB,34,4,217.02,27.2,1.8,229.82,ADP.tsv,157.83,34.8413,ADP.tsv,28.27,54.17,3.48933333333333,4.02557998581847,14802,229.82,67,255,178
average,14059,QB,241.024,74.1658646548397,FALSE,2.25999999999999,139.376,284.884,-73.744,-157.292,-52.744,218,443,193,26,6,NA,NA,Daniel,Jones,IND,QB,29,1,157.68,23.37,1.82,181.52,ADP.tsv,148.918,31.3579,ADP.tsv,22.1555125420289,69.082,3.5905,4.06637316905372,17008,181.52,60,240,313
average,17030,QB,238.764,14.2361329018804,FALSE,2.708,228.42,258.328,-76.004,-68.248,-79.3,223,201,231,27,6,NA,NA,Cam,Ward,TEN,QB,24,-5,172.67,25.06,1.61,218.16,ADP.tsv,125.85,32.8769,ADP.tsv,1.75,97.15,1.875,1.71955662890176,20310,218.16,70,251,213
average,11150,QB,236.056,15.1312616790537,FALSE,3.196,219.036,252.776,-78.712,-77.632,-84.852,226,215,241,28,7,NA,NA,Geno,Smith,NYJ,QB,36,7,243.75,28.68,1.35,247.99,ADP.tsv,143.46,37.3455,ADP.tsv,NA,82.54,3.904,3.704,11818,247.99,71,265,128
average,7836,QB,232.86,12.252575239516,FALSE,40.688,216.752,243.496,-81.908,-79.916,-94.132,231,219,259,29,8,NA,NA,Aaron,Rodgers,PIT,QB,43,15,229.48,27.95,1.86,244.67,ADP.tsv,128.075,37.1457,ADP.tsv,12.175,102.925,3.304,3.43488456865729,5712,244.67,68,262,134
average,17462,QB,192.172,28.8851608962111,FALSE,41.592,157.672,224.5,-122.596,-138.996,-113.128,336,388,294,30,9,NA,NA,Fernando,Mendoza,LVR,QB,23,-6,270.08,30.7,2.38,255.8,ADP.tsv,129.365,29.0703,ADP.tsv,10.765,206.635,4.61333333333333,5.40829815088711,22928,255.8,124,272,108
average,14778,QB,150.58,43.7145719411731,FALSE,12.908,111.412,207.732,-164.188,-185.256,-129.896,447,535,344,31,9,NA,NA,Tua,Tagovailoa,ATL,QB,28,0,288.81,32.28,2.15,268.92,ADP.tsv,170.36,53.7472,ADP.tsv,NA,276.64,3.614,3.514,17975,268.92,87,352,83
average,13113,QB,137.672,68.4131633532612,FALSE,25.596,69.256,216.28,-177.096,-227.412,-121.348,478,536,315,32,10,NA,NA,Deshaun,Watson,CLE,QB,31,3,297.29,33.32,2.26,275.42,ADP.tsv,168.07,50.5779,ADP.tsv,NA,309.93,3.242,3.142,15231,275.42,104,353,82
average,17031,QB,112.076,43.8417435784664,FALSE,6.236,54.192,150.296,-202.692,-242.476,-187.332,536,538,468,33,10,NA,NA,Shedeur,Sanders,CLE,QB,24,-5,302.56,33.64,1.67,276.36,ADP.tsv,173.75,38.2826,ADP.tsv,NA,362.25,1.142,1.042,22056,276.36,159,346,77
average,16583,QB,105.84,39.5105226490362,FALSE,44.348,68.152,157.488,-208.928,-228.516,-180.14,538,537,450,34,11,NA,NA,Michael,Penix Jr.,ATL,QB,26,-4,289.08,32.03,2.09,269.41,ADP.tsv,173.7,46.0406,ADP.tsv,NA,364.3,2.22,2.22,20298,269.41,105,333,86
average,10700,QB,61.492,35.2122751324023,FALSE,15.4053333333333,42.188,109.644,-253.276,-254.48,-227.984,539,539,537,35,12,NA,NA,Kirk,Cousins,LVR,QB,38,8,296.53,32.73,2.03,267.77,ADP.tsv,170.64,36.8493,ADP.tsv,NA,368.36,3.242,3.142,10974,267.77,148,331,88
average,12141,QB,46.0866666666667,18.101959378292,FALSE,1.54,28.228,57.874,-268.681333333333,-268.44,-279.754,540,541,543,36,12,NA,NA,Marcus,Mariota,WAS,QB,33,5,407.62,43.41,4.19,284.86,ADP.tsv,NA,18.0834,ADP.tsv,NA,NA,NA,NA,13530,284.86,286,360,21
average,17035,QB,44.5466666666667,26.7620352987835,FALSE,1.09999999999999,20.796,68.946,-270.221333333333,-275.872,-268.682,541,543,541,37,12,NA,NA,Riley,Leonard,IND,QB,24,-5,510.83,54.8,11.57,281.29,ADP.tsv,NA,19.5649,ADP.tsv,NA,NA,NA,NA,22084,281.29,305,357,2
average,16586,QB,43.4466666666667,43.7150286896089,FALSE,5.37066666666667,12.596,86.468,-271.321333333333,-284.072,-251.16,542,546,539,38,12,NA,NA,Spencer,Rattler,NOS,QB,26,-4,573.75,55.8,6.45,282.36,ADP.tsv,NA,13.7007,ADP.tsv,NA,NA,NA,NA,21413,282.36,310,358,8
average,16584,QB,38.076,37.1798908013458,FALSE,7.426,9.516,84.784,-276.692,-287.152,-252.844,543,562,540,39,13,NA,NA,J.J.,McCarthy,MIN,QB,23,-4,346.24,38.67,4.38,284.86,ADP.tsv,NA,54.7598,ADP.tsv,NA,NA,0,NA,21150,284.86,123,359,30
average,17466,QB,30.65,0.410121933088196,FALSE,0.0899999999999963,30.389,30.911,-284.118,-266.279,-306.717,544,540,554,40,13,NA,NA,Carson,Beck,ARI,QB,25,-6,334.77,37,4.03,286.1,ADP.tsv,NA,26.0424,ADP.tsv,NA,NA,4.44,4.44,23003,286.1,232,357,67
average,13595,QB,30.56,26.8093491155604,FALSE,1.848,11.934,56.97,-284.208,-284.734,-280.658,545,551,544,41,13,NA,NA,Mason,Rudolph,PIT,QB,31,2,583.5,63.6,9.29,281.68,ADP.tsv,NA,14.6074,ADP.tsv,NA,NA,NA,NA,16080,281.68,315,360,4
average,15238,QB,28.712,25.3263206960664,FALSE,0.402000000000001,10.556,62.616,-286.056,-286.112,-275.012,546,558,542,42,13,NA,NA,Justin,Fields,KCC,QB,27,-1,348.3,39.54,3.16,287.3,ADP.tsv,NA,22.8190,ADP.tsv,NA,NA,1.428,1.428,18783,287.3,253,359,52
average,17037,QB,28.31,35.2280598387138,FALSE,1.385,5.891,50.729,-286.458,-290.777,-286.899,547,573,547,43,13,NA,NA,Dillon,Gabriel,CLE,QB,26,-5,589.5,60.56,11.78,,,NA,,,NA,NA,NA,NA,,,,,
average,9064,QB,26.925,20.7422684391076,FALSE,1.137,8.574,45.563,-287.843,-288.094,-292.065,548,567,550,44,13,NA,NA,Joe,Flacco,CIN,QB,41,12,391.11,40.91,2.47,286.77,ADP.tsv,NA,37.5352,ADP.tsv,NA,NA,3.624,3.624,7090,286.77,187,360,49
average,15241,QB,25.788,21.95324850677,FALSE,0.661333333333335,8.376,51.368,-288.98,-288.292,-286.26,549,568,546,45,13,NA,NA,Mac,Jones,SFO,QB,28,-1,357.64,38.96,3.32,287.65,ADP.tsv,NA,30.9842,ADP.tsv,NA,NA,2.58,2.58,18800,287.65,211,360,68
average,10413,QB,25.1266666666667,17.9797256189669,FALSE,0.91333333333333,12.654,42.84,-289.641333333333,-284.014,-294.788,550,545,551,46,13,NA,NA,Tyrod,Taylor,GBP,QB,37,9,517.4,47.25,3.53,282.54,ADP.tsv,NA,22.6554,ADP.tsv,NA,NA,NA,NA,10144,282.54,275,356,9
average,17034,QB,24.2133333333333,22.0568205626589,FALSE,0.189333333333334,11.24,45.89,-290.554666666667,-285.428,-291.738,551,553,549,47,13,NA,NA,Quinn,Ewers,JAC,QB,23,-5,530,52.94,6.08,281.43,ADP.tsv,NA,2.6337,ADP.tsv,NA,NA,NA,NA,22070,281.43,350,357,2
average,12140,QB,24.024,23.0404400999634,FALSE,0.734000000000002,7.96,55.664,-290.744,-288.708,-281.964,552,569,545,48,13,NA,NA,Jameis,Winston,NYG,QB,32,5,405.33,41.94,4.29,289.91,ADP.tsv,NA,20.1618,ADP.tsv,NA,NA,1.392,1.392,13529,289.91,265,360,58
average,15252,QB,23.29,20.9544553734999,FALSE,1.20333333333333,12.249,48.583,-291.478,-284.419,-289.045,553,550,548,49,13,NA,NA,Davis,Mills,HOU,QB,28,-1,520,50.95,6.69,284.44,ADP.tsv,NA,15.7574,ADP.tsv,NA,NA,NA,NA,18922,284.44,297,360,18
average,14067,QB,22.0866666666667,9.34326138633258,FALSE,0.146666666666665,12.984,29.22,-292.681333333333,-283.684,-308.408,554,544,556,50,13,NA,NA,Gardner,Minshew,ARI,QB,30,1,540.4,52.71,10.37,282.66,ADP.tsv,NA,11.1879,ADP.tsv,NA,NA,NA,NA,17025,282.66,316,356,9
average,14358,QB,21.94,2.1940,TRUE,3.28,21.94,21.94,-292.828,-274.728,-315.688,555,542,558,51,13,NA,NA,Jake,Browning,FA,QB,30,1,472.4,60.8,17.45,281.44,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,17450,281.44,355,355,2
average,15692,QB,18.66,13.6153883528895,FALSE,0.233333333333331,10.64,32.042,-296.108,-286.028,-305.586,556,557,553,52,13,NA,NA,Kenny,Pickett,CAR,QB,28,-2,557.33,64.4,5.59,281.92,ADP.tsv,NA,19.8319,ADP.tsv,NA,NA,NA,NA,19442,281.92,284,350,6
average,17463,QB,18.4266666666667,15.359092855157,FALSE,0.560000000000002,9.384,33.522,-296.341333333333,-287.284,-304.106,557,563,552,53,14,NA,NA,Ty,Simpson,LAR,QB,24,-6,376.41,41.19,3.65,286.69,ADP.tsv,NA,30.4681,ADP.tsv,NA,NA,4.764,4.764,22936,286.69,222,360,43
average,14789,QB,17.8666666666667,6.39754119434438,FALSE,0.506666666666668,12.58,23.956,-296.901333333333,-284.088,-313.672,558,547,557,54,14,NA,NA,Tyler,Huntley,BAL,QB,28,0,537,55.46,3,283.73,ADP.tsv,NA,22.5105,ADP.tsv,NA,NA,NA,NA,18624,283.73,270,360,18
average,16152,QB,17.36,12.2077188696333,FALSE,2.03,8.786,29.378,-297.408,-287.882,-308.25,559,565,555,55,14,NA,NA,Anthony,Richardson,IND,QB,24,-3,382.35,42.28,6.99,284.46,ADP.tsv,NA,25.7248,ADP.tsv,NA,NA,2.208,NA,20294,284.46,254,360,22
average,12610,QB,15.33,4.62447834896002,FALSE,1.24333333333333,12.387,18.273,-299.438,-284.281,-319.355,560,548,561,56,14,NA,NA,Carson,Wentz,MIN,QB,34,4,572.33,61.27,11.79,281.62,ADP.tsv,NA,7.5727,ADP.tsv,NA,NA,NA,NA,14911,281.62,337,359,3
average,10313,QB,14.0866666666667,3.74562856318313,FALSE,0.833333333333336,10.434,16.932,-300.681333333333,-286.234,-320.696,561,559,562,57,14,NA,NA,Andy,Dalton,PHI,QB,39,9,580.75,64.82,6.64,281.64,ADP.tsv,NA,3.7864,ADP.tsv,NA,NA,NA,NA,9994,281.64,347,358,3
average,15240,QB,13.2533333333333,2.61230421913937,FALSE,0.306666666666665,11.06,15.722,-301.514666666667,-285.608,-321.906,562,556,563,58,14,NA,NA,Trey,Lance,LAC,QB,26,-1,532.4,53.93,10.66,282.96,ADP.tsv,NA,6.5942,ADP.tsv,NA,NA,NA,NA,18799,282.96,333,357,10
average,17467,QB,12.9466666666667,7.03716799098425,FALSE,0.666666666666666,8.578,19.882,-301.821333333333,-288.09,-317.746,563,566,560,59,14,NA,NA,Cade,Klubnik,NYJ,QB,23,-6,406.31,43.72,6.2,282.36,ADP.tsv,NA,21.9783,ADP.tsv,NA,NA,4.656,NA,23104,282.36,282,359,8
average,16585,QB,12.28,1.2280,TRUE,0.620000000000001,12.28,12.28,-302.488,-284.388,-325.348,564,549,566,60,14,NA,NA,Joe,Milton,DAL,QB,26,-4,465,50.83,9.88,283.1,ADP.tsv,NA,13.6856,ADP.tsv,NA,NA,NA,NA,21408,283.1,305,357,13
average,14063,QB,11.66,1.1660,TRUE,0.26,11.66,11.66,-303.108,-285.008,-325.968,565,552,569,61,14,NA,NA,Jarrett,Stidham,DEN,QB,30,1,569.25,58.08,4.87,282.16,ADP.tsv,NA,4.8077,ADP.tsv,NA,NA,NA,NA,17022,282.16,339,355,6
average,15702,QB,11.4,9.49618870916117,FALSE,0.26,3.092,20.156,-303.368,-293.576,-317.472,566,576,559,62,14,NA,NA,Tanner,McKee,PHI,QB,26,-3,575,67.4,7,,,NA,,,NA,NA,NA,NA,,,,,
average,17036,QB,11.14,1.1140,TRUE,0.0600000000000005,11.14,11.14,-303.628,-285.528,-326.488,567,554,571,63,14,NA,NA,Will,Howard,PIT,QB,25,-5,585.33,75.57,7.89,281.18,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,22376,281.18,342,342,1
average,11760,QB,11.08,1.1080,TRUE,0.68,11.08,11.08,-303.688,-285.588,-326.548,568,555,572,64,14,NA,NA,Jimmy,Garoppolo,LAR,QB,35,6,565.5,67.6,9.46,,,NA,,,NA,NA,NA,NA,,,,,
average,16153,QB,10.4,1.0400,TRUE,0.513333333333334,10.4,10.4,-304.368,-286.268,-327.228,569,560,574,65,14,NA,NA,Stetson,Bennett,LAR,QB,29,-3,558,68,14.23,282.47,ADP.tsv,NA,8.1823,ADP.tsv,NA,NA,NA,NA,20479,282.47,332,360,7
average,16384,QB,9.88666666666667,3.77964724985459,FALSE,0.246666666666666,6.158,12.332,-304.881333333333,-290.51,-325.296,570,572,565,66,14,NA,NA,Tyson,Bagent,CHI,QB,26,-3,532.2,52.63,9.51,284.25,ADP.tsv,NA,39.3435,ADP.tsv,NA,NA,NA,NA,20814,284.25,198,359,21
average,16159,QB,9.64,0.9640,TRUE,0.23,9.64,9.64,-305.128,-287.028,-327.988,571,561,575,67,14,NA,NA,Aidan,O'Connell,LVR,QB,28,-3,618.25,85.86,6.6,,,NA,,,NA,NA,NA,NA,,,,,
average,14057,QB,9.41,2.89913780286485,FALSE,0.210000000000001,7.565,11.255,-305.358,-289.103,-326.373,572,570,570,68,14,NA,NA,Drew,Lock,SEA,QB,30,1,563.67,67.43,8.21,281.72,ADP.tsv,NA,11.3613,ADP.tsv,NA,NA,NA,NA,17012,281.72,324,359,4
average,17654,QB,9.2,0.9200,TRUE,0.93,9.2,9.2,-305.568,-287.468,-328.428,573,564,578,69,14,NA,NA,Cole,Payton,PHI,QB,24,-6,617.5,86.2,6.55,,,NA,,,NA,NA,NA,NA,,,,,
average,13115,QB,8.27,4.96780300199864,FALSE,0.0599999999999987,2.462,12.51,-306.498,-294.206,-325.118,574,577,564,70,14,NA,NA,Mitchell,Trubisky,TEN,QB,32,3,556.25,61,5.87,281.44,ADP.tsv,NA,1.1287,ADP.tsv,NA,NA,NA,NA,15223,281.44,354,357,2
average,16441,QB,8.21,5.95383909759073,FALSE,0.23,4.421,11.999,-306.558,-292.247,-325.629,575,574,567,71,14,NA,NA,Tommy,DeVito,NEP,QB,28,-3,577.75,65.5,11.47,283.78,ADP.tsv,NA,7.0224,ADP.tsv,NA,NA,NA,NA,20845,283.78,333,360,14
average,13119,QB,7.98,6.06141897578447,FALSE,0.640000000000001,2,11.972,-306.788,-294.668,-325.656,576,578,568,72,14,NA,NA,Joshua,Dobbs,DET,QB,31,3,534.4,65.88,9.53,282.18,ADP.tsv,NA,29.5149,ADP.tsv,NA,NA,NA,NA,15357,282.18,259,360,7
average,15693,QB,7.34,0.7340,TRUE,0.866666666666667,7.34,7.34,-307.428,-289.328,-330.288,577,571,580,73,14,NA,NA,Sam,Howell,DAL,QB,26,-2,574.75,62.91,6.44,281.81,ADP.tsv,NA,6.8168,ADP.tsv,NA,NA,NA,NA,19449,281.81,335,356,4
average,13879,QB,6.47333333333333,5.32572373798466,FALSE,1.25333333333333,1.29,10.56,-308.294666666667,-295.378,-327.068,578,580,573,74,14,NA,NA,Kyle,Allen,BUF,QB,30,2,564,64,13.5,283.14,ADP.tsv,NA,10.5274,ADP.tsv,NA,NA,NA,NA,16562,283.14,313,353,13
average,17469,QB,5.22,6.47709811566878,FALSE,0.19,1.098,9.342,-309.548,-295.57,-328.286,579,581,577,75,14,NA,NA,Jalon,Daniels,TBB,QB,24,-6,548.33,58.43,7.09,90.82,ADP.tsv,NA,26.5946,ADP.tsv,NA,NA,NA,NA,21126,90.82,10,164,340
average,17033,QB,5.03,5.55785930012626,FALSE,0.0200000000000005,1.493,8.567,-309.738,-295.175,-329.061,580,579,579,76,14,NA,NA,Jalen,Milroe,SEA,QB,24,-5,514.4,55,7.77,281.19,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,22064,281.19,344,344,1
average,17040,QB,5.01,6.85893577750951,FALSE,0.79,0.645,9.375,-309.758,-296.023,-328.253,581,584,576,77,14,NA,NA,Brady,Cook,MIA,QB,25,-5,583,77,6.41,,,NA,,,NA,NA,NA,NA,,,,,
average,13124,QB,4.22,0.4220,TRUE,0.225,4.22,4.22,-310.548,-292.448,-333.408,582,575,582,78,14,NA,NA,Cooper,Rush,ATL,QB,33,3,493,70.17,10.82,281.16,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,15479,281.16,337,337,1
average,17038,QB,3.995,4.98510280736516,FALSE,3.235,0.8225,7.1675,-310.773,-295.8455,-330.4605,583,582,581,79,15,NA,NA,Kyle,McCord,MIA,QB,24,-5,565.67,61.6,8.14,,,NA,,,NA,NA,NA,NA,,,,,
average,17657,QB,0.76,0.0760,TRUE,0.12,0.76,0.76,-314.008,-295.908,-336.868,584,583,583,80,15,NA,NA,Taylen,Green,CLE,QB,24,-6,491.17,49.67,9.81,,,NA,,,NA,NA,NA,NA,,,,,
average,15239,QB,0.64,0.0640,TRUE,0,0.64,0.64,-314.128,-296.028,-336.988,585,585,584,81,15,NA,NA,Zach,Wilson,NOS,QB,27,-1,613.5,80.75,6.85,,,NA,,,NA,NA,NA,NA,,,,,
average,16162,RB,335.158571428571,23.1320603121666,FALSE,18.0671428571428,302.825,360.74,129.768571428571,122.865,132.16,1,1,1,1,1,157.538571428571,1,Jahmyr,Gibbs,DET,RB,24,-3,1.48,1.17,0.4,1.12,ADP.tsv,1.382,0.3454,ADP.tsv,0.24481829996959,-0.382,69.42,2.89837885722346,20272,1.12,1,3,340
average,16161,RB,317.091428571429,19.4102047289318,FALSE,23.2742857142857,291.3,341.16,111.701428571429,111.34,112.58,2,2,2,2,2,139.471428571429,2,Bijan,Robinson,ATL,RB,24,-3,2.27,1.86,0.39,1.99,ADP.tsv,2.168,0.5181,ADP.tsv,0.228333090024201,-0.168,67.556,4.2645243580029,20271,1.99,1,4,340
average,13130,RB,293.817142857143,12.2627698261659,FALSE,7.20857142857142,275.12,304.68,88.4271428571429,95.16,76.1,4,3,7,3,3,116.197142857143,3,Christian,McCaffrey,SFO,RB,30,3,8.5,4.25,1.7,7.69,ADP.tsv,6.984,3.1085,ADP.tsv,1.18349651457028,-2.984,58.213,7.47608099207065,15222,7.69,3,21,340
average,14802,RB,286.608571428571,18.3836262550595,FALSE,26.45,260.38,307.925,81.2185714285714,80.42,79.345,6,5,6,4,4,108.988571428571,4,Jonathan,Taylor,IND,RB,27,0,8.37,4.21,1.33,8.04,ADP.tsv,5.496,2.4177,ADP.tsv,1.46850400067552,0.504,57.084,4.48664774636922,17962,8.04,2,16,340
