avg_type,id,pos,points,sd_pts,sd_pts_imputed,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,points_vor_flex,flex_rank,first_name,last_name,team,position,age,exp,overall_ecr,pos_ecr,sd_ecr,adp,adp_source,adp_ffa,adp_sd,adp_sd_source,adp_sd_ffa,adp_diff,aav,aav_sd,pid,adp_tsv,min_pick,max_pick,n_picks
average,12678,TE,58.71,24.2052267082959,FALSE,0.619999999999997,32.24,88.18,-84.6928571428571,-97.5866666666667,-70.695,235,250,222,40,11,-118.91,210,Tyler,Higbee,LAR,TE,33,4,316.33,44.92,6.13,285.46,ADP.tsv,NA,17.5254,ADP.tsv,NA,NA,0,NA,14743,285.46,286,360,26
average,14867,TE,58.09,12.3038307042969,FALSE,1.69,45.23,71.54,-85.3128571428571,-84.5966666666667,-87.335,236,228,245,41,11,-119.53,212,Cole,Kmet,CHI,TE,27,0,311.62,43.9,4.17,288.72,ADP.tsv,NA,25.6178,ADP.tsv,NA,NA,0.888,0.888,18010,288.72,235,357,63
average,16216,TE,56.4,9.33595201358705,FALSE,0.830000000000005,44.53,65.5,-87.0028571428571,-85.2966666666667,-93.375,240,229,258,42,11,-121.22,216,Darnell,Washington,PIT,TE,25,-3,285.17,38.33,4.99,287.36,ADP.tsv,NA,23.4547,ADP.tsv,NA,NA,0,NA,20301,287.36,241,354,69
average,16036,TE,55.57,38.8838591191769,FALSE,1.71999999999999,17.8,102.26,-87.8328571428571,-112.026666666667,-56.615,242,315,203,43,11,-122.05,218,Jake,Tonges,SFO,TE,27,-2,278.71,37.88,5.44,259.66,ADP.tsv,NA,25.5741,ADP.tsv,NA,NA,1.44,1.44,19960,259.66,186,323,167
average,17593,TE,53.85,12.6572113832392,FALSE,1.56666666666668,45.795,61.905,-89.5528571428571,-84.0316666666667,-96.97,244,226,266,44,11,-123.77,220,Marlin,Klein,HOU,TE,24,-6,374.62,57.1,8.31,,,NA,,,NA,NA,NA,NA,,,,,
average,15873,TE,52.2833333333333,10.3201663423287,FALSE,1.89722222222222,46.305,62.415,-91.1195238095238,-83.5216666666666,-96.46,247,223,263,45,12,-125.336666666667,223,Daniel,Bellinger,TEN,TE,26,-2,372.13,56.19,5.51,281.96,ADP.tsv,NA,8.3935,ADP.tsv,NA,NA,NA,NA,19625,281.96,331,358,5
average,13193,TE,50.3861111111111,19.9712208062959,FALSE,0.406111111111109,31.98,71.4716666666667,-93.016746031746,-97.8466666666666,-87.4033333333333,248,252,246,46,12,-127.233888888889,226,Jonnu,Smith,GBP,TE,31,3,341.85,51.9,9.37,285.01,ADP.tsv,NA,24.0257,ADP.tsv,NA,NA,0,NA,15319,285.01,254,356,27
average,14137,TE,49.98,16.3464675083028,FALSE,0.99666666666667,31.7,69.68,-93.4228571428571,-98.1266666666667,-89.195,249,254,248,47,12,-127.64,227,Noah,Fant,NOS,TE,29,1,350.74,53.67,6.01,281.67,ADP.tsv,NA,1.0326,ADP.tsv,NA,NA,0,NA,17021,281.67,356,359,3
average,15626,TE,48.9833333333333,19.3369034060093,FALSE,0.383333333333333,37.325,68.015,-94.4195238095238,-92.5016666666667,-90.86,251,237,250,48,12,-128.636666666667,230,Brock,Wright,DET,TE,28,-1,409,68.11,6.94,281.35,ADP.tsv,NA,4.8912,ADP.tsv,NA,NA,NA,NA,19101,281.35,334,347,2
average,15795,TE,48.6,15.1555270446131,FALSE,2.01,31.1,66.44,-94.8028571428571,-98.7266666666667,-92.435,252,256,253,49,12,-129.02,231,Charlie,Kolar,LAC,TE,27,-2,271.58,36.22,7.9,283.58,ADP.tsv,NA,34.6220,ADP.tsv,NA,NA,0,NA,19482,283.58,199,359,50
average,15337,TE,46.59,12.3215684878184,FALSE,0.100000000000001,30.77,58.024,-96.8128571428571,-99.0566666666666,-100.851,254,257,273,50,12,-131.03,240,Noah,Gray,KCC,TE,27,-1,324.18,46.02,5.5,287.94,ADP.tsv,NA,28.3931,ADP.tsv,NA,NA,0,NA,19128,287.94,231,360,44
average,15332,TE,46.49,12.5149111063563,FALSE,0.710833333333333,34.82,62.5,-96.9128571428571,-95.0066666666667,-96.375,255,242,262,51,12,-131.13,241,Tommy,Tremble,CAR,TE,26,-1,350.17,53.68,7.65,281.49,ADP.tsv,NA,18.5877,ADP.tsv,NA,NA,0.684,0.684,18807,281.49,304,358,3
average,17544,TE,45.7791666666667,44.1035720712557,FALSE,1.16916666666667,3.6075,94.875,-97.6236904761905,-126.219166666667,-64,256,352,214,52,12,-131.840833333333,242,Eli,Stowers,PHI,TE,23,-6,275.38,37.68,6.42,285.31,ADP.tsv,NA,34.0869,ADP.tsv,NA,NA,4.824,4.824,22942,285.31,198,360,62
average,14209,TE,44.61,11.0554511441189,FALSE,0.559999999999995,31.54,57.16,-98.7928571428571,-98.2866666666667,-101.715,257,255,275,53,12,-133.01,244,Josh,Oliver,MIN,TE,29,1,380.71,60.5,8.03,,,NA,,,NA,NA,0,NA,,,,,
average,17591,TE,44.05,17.64419167885,FALSE,1.0375,27.855,59.58,-99.3528571428571,-101.971666666667,-99.295,258,269,269,54,12,-133.57,246,Nate,Boerkircher,JAC,TE,25,-6,408.2,66.57,8.98,,,NA,,,NA,NA,NA,NA,,,,,
average,16643,TE,43.0125,13.7674964439194,FALSE,0.429166666666667,32.77,59.5375,-100.390357142857,-97.0566666666666,-99.3375,261,248,270,55,12,-134.6075,249,Ja'Tavion,Sanders,CAR,TE,23,-4,332,49,7.14,282.29,ADP.tsv,NA,19.4094,ADP.tsv,NA,NA,0,NA,21143,282.29,291,359,8
average,16219,TE,42.5833333333333,10.8986619973891,FALSE,0.433333333333337,34.955,53.315,-100.819523809524,-94.8716666666667,-105.56,262,240,280,56,12,-135.036666666667,252,Davis,Allen,LAR,TE,25,-3,467,101,15.34,,,NA,,,NA,NA,NA,NA,,,,,
average,17108,TE,41.79,20.9878655417839,FALSE,0.260000000000005,21.42,67.32,-101.612857142857,-108.406666666667,-91.555,266,293,251,58,12,-135.83,256,Elijah,Arroyo,SEA,TE,23,-5,303.45,40.9,5.47,286.65,ADP.tsv,NA,25.1004,ADP.tsv,NA,NA,0,NA,22121,286.65,231,353,74
average,14870,TE,41.53,10.3875333934481,FALSE,0.592500000000001,30.50075,52.38425,-101.872857142857,-99.3259166666667,-106.49075,267,259,282,59,12,-136.09,258,Adam,Trautman,DEN,TE,29,0,373.13,63.36,6.69,,,NA,,,NA,NA,0,NA,,,,,
average,17607,TE,40.9375,5.73721404516164,FALSE,0.327500000000001,34.3225,45.61,-102.465357142857,-95.5041666666666,-113.265,269,245,296,60,12,-136.6825,260,Eli,Raridon,NEP,TE,22,-6,304.11,42.57,7.58,285.41,ADP.tsv,NA,62.4863,ADP.tsv,NA,NA,3.588,3.588,23050,285.41,69,357,49
average,12677,TE,40.61,8.27823954715011,FALSE,1.17666666666666,30.61,48.47,-102.792857142857,-99.2166666666667,-110.405,270,258,288,61,12,-137.01,261,Austin,Hooper,ATL,TE,32,4,368.09,63.06,21.63,,,NA,,,NA,NA,0,NA,,,,,
average,17605,TE,39.4333333333333,24.0840888001463,FALSE,0.233333333333334,21.73,63.04,-103.969523809524,-108.096666666667,-95.835,271,290,261,62,13,-138.186666666667,265,Will,Kacmarek,MIA,TE,23,-6,396,67.85,4.04,,,NA,,,NA,NA,0,NA,,,,,
average,16645,TE,39.2,21.2061311888803,FALSE,1.8,20.565,59.445,-104.202857142857,-109.261666666667,-99.43,272,297,271,63,13,-138.42,267,Erick,All,CIN,TE,26,-4,306.19,42.76,7.38,284.72,ADP.tsv,NA,30.4293,ADP.tsv,NA,NA,0,NA,21295,284.72,232,359,24
average,16940,TE,37.4,7.4800,TRUE,0.383333333333333,37.4,37.4,-106.002857142857,-92.4266666666666,-121.475,274,236,316,64,13,-140.22,273,Blake,Whiteheart,CLE,TE,26,-3,496.4,111.17,9.12,,,NA,,,NA,NA,NA,NA,,,,,
average,17109,TE,37.0166666666667,4.49063841044159,FALSE,1.00416666666666,34.325,41.435,-106.38619047619,-95.5016666666667,-117.44,275,244,303,65,13,-140.603333333333,274,Mitchell,Evans,CAR,TE,23,-5,367.88,55.33,6.35,,,NA,,,NA,NA,NA,NA,,,,,
average,16333,TE,36.0125,3.43229150859888,FALSE,0.5625,33.1225,39.725,-107.390357142857,-96.7041666666667,-119.15,277,247,306,66,13,-141.6075,275,Elijah,Higgins,ARI,TE,26,-3,380.91,56.42,5.23,,,NA,,,NA,NA,0,NA,,,,,
average,15796,TE,35.45,8.56489929888262,FALSE,0.650000000000006,29.125,43.84,-107.952857142857,-100.701666666667,-115.035,280,263,299,67,13,-142.17,276,Jeremy,Ruckert,NYJ,TE,26,-2,445.6,83.7,11.54,,,NA,,,NA,NA,NA,NA,,,,,
average,15330,TE,34.8,6.9600,TRUE,1.24999999999999,34.8,34.8,-108.602857142857,-95.0266666666667,-124.075,282,243,326,68,13,-142.82,277,Brevin,Jordan,HOU,TE,26,-1,545.75,130.33,13.89,,,NA,,,NA,NA,NA,NA,,,,,
average,16215,TE,33.55,7.93536388579629,FALSE,0.583333333333336,24.13,39.4,-109.852857142857,-105.696666666667,-119.475,284,275,308,69,13,-144.07,282,Luke,Musgrave,GBP,TE,26,-3,375.82,60.42,11.18,281.37,ADP.tsv,NA,5.6437,ADP.tsv,NA,NA,NA,NA,20303,281.37,337,352,2
average,17213,TE,32.9666666666667,4.10649891432268,FALSE,0.466666666666669,29.37,36.75,-110.43619047619,-100.456666666667,-122.125,287,261,319,70,13,-144.653333333333,284,Jackson,Hawes,BUF,TE,26,-5,379,61.72,5.16,281.23,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,22287,281.23,358,358,1
average,13763,TE,32.5,6.5000,TRUE,0.399999999999999,32.5,32.5,-110.902857142857,-97.3266666666667,-126.375,289,249,332,71,13,-145.12,287,Will,Dissly,FA,TE,30,2,465.75,104,15.91,,,NA,,,NA,NA,NA,NA,,,,,
average,14370,TE,32.1,6.4200,TRUE,0.18073476702509,32.1,32.1,-111.302857142857,-97.7266666666667,-126.775,290,251,334,72,13,-145.52,288,Tanner,Hudson,CIN,TE,32,2,419.17,78.11,13.52,281.13,ADP.tsv,NA,0.0000,ADP.tsv,NA,NA,NA,NA,16740,281.13,325,325,1
average,15800,TE,31.9192652329749,6.43119689911074,FALSE,0.335931899641576,26.685,38.0770161290323,-111.483591909882,-103.141666666667,-120.797983870968,291,273,312,73,13,-145.700734767025,290,Connor,Heyward,LVR,TE,27,-2,513.5,113.8,8.77,,,NA,,,NA,NA,NA,NA,,,,,
average,14239,TE,31.5833333333333,10.1477008890356,FALSE,0.666666666666668,22.745,40.97,-111.819523809524,-107.081666666667,-117.905,292,285,304,74,13,-146.036666666667,291,Foster,Moreau,HOU,TE,29,1,431.2,79.4,10.99,,,NA,,,NA,NA,NA,NA,,,,,
average,16644,TE,30.9166666666667,3.44032459708867,FALSE,0.666666666666668,28.395,34.29,-112.48619047619,-101.431666666667,-124.585,294,266,328,75,13,-146.703333333333,293,Ben,Sinnott,WAS,TE,24,-4,353.53,54.83,6.2,281.43,ADP.tsv,NA,4.8190,ADP.tsv,NA,NA,NA,NA,21164,281.43,322,336,3
average,14146,TE,30.25,6.20067200659197,FALSE,0.875,23.3525,35.3625,-113.152857142857,-106.474166666667,-123.5125,299,279,325,76,13,-147.37,295,Drew,Sample,CIN,TE,30,1,405.33,72,10.28,,,NA,,,NA,NA,0,NA,,,,,
average,13246,TE,29.375,1.02530483272049,FALSE,0.475000000000001,28.7225,30.0275,-114.027857142857,-101.104166666667,-128.8475,300,265,340,77,13,-148.245,297,Mo,Alie-Cox,IND,TE,33,3,419.2,76.5,5.92,,,NA,,,NA,NA,NA,NA,,,,,
average,14341,TE,28.9,5.7800,TRUE,0.583333333333332,28.9,28.9,-114.502857142857,-100.926666666667,-129.975,301,264,345,78,13,-148.72,298,Donald,Parham,PIT,TE,29,1,NA,NA,NA,,,NA,,,NA,NA,NA,NA,,,,,
average,15344,TE,28.3166666666667,10.7424779884966,FALSE,0.333333333333332,20.105,38.78,-115.08619047619,-109.721666666667,-120.095,302,300,310,79,13,-149.303333333333,299,John,Bates,WAS,TE,29,-1,400.86,64.6,13.28,,,NA,,,NA,NA,NA,NA,,,,,
average,17627,TE,27.9833333333333,17.6943729285141,FALSE,0.445833333333333,16.325,45.44,-115.419523809524,-113.501666666667,-113.435,304,319,297,80,13,-149.636666666667,300,Matthew,Hibner,BAL,TE,24,-6,351.36,54.4,10.23,282.08,ADP.tsv,NA,28.0537,ADP.tsv,NA,NA,NA,NA,23074,282.08,264,360,7
average,16642,TE,27.5375,4.18874981348851,FALSE,0.487500000000001,23.1025,31.955,-115.865357142857,-106.724166666667,-126.92,305,280,335,81,13,-150.0825,303,Cade,Stover,HOU,TE,26,-4,440.2,84.11,11.22,,,NA,,,NA,NA,0,NA,,,,,
average,17547,TE,27.05,30.8900739181159,FALSE,0.500000000000004,5.92,64.49,-116.352857142857,-123.906666666667,-94.385,306,347,260,82,14,-150.57,306,Max,Klare,LAR,TE,23,-6,328.23,48.2,8.33,281.81,ADP.tsv,NA,4.8691,ADP.tsv,NA,NA,0,NA,22958,281.81,343,358,4
average,16474,TE,26.55,9.285607142239,FALSE,0.549999999999997,19.245,35.535,-116.852857142857,-110.581666666667,-123.34,307,307,323,83,14,-151.07,307,Nate,Adkins,DEN,TE,27,-3,453.6,89.11,20.38,,,NA,,,NA,NA,NA,NA,,,,,
average,16221,TE,26,5.44426303552648,FALSE,0.0666666666666629,20.86,30.58,-117.402857142857,-108.966666666667,-128.295,309,295,338,84,14,-151.62,310,Luke,Schoonmaker,DAL,TE,28,-3,415.8,69.73,5.77,,,NA,,,NA,NA,NA,NA,,,,,
average,15804,TE,25.9333333333333,16.3662253844108,FALSE,0.508333333333336,9.86,37.76,-117.469523809524,-119.966666666667,-121.115,310,335,314,85,14,-151.686666666667,311,Grant,Calcaterra,PHI,TE,28,-2,456.6,103.13,15.57,,,NA,,,NA,NA,NA,NA,,,,,
average,14984,TE,25.425,16.6523646969432,FALSE,1.575,14.8275,36.0225,-117.977857142857,-114.999166666667,-122.8525,313,323,322,86,14,-152.195,313,Charlie,Woerner,ATL,TE,29,0,469.6,94,9.53,,,NA,,,NA,NA,NA,NA,,,,,
average,17548,TE,23.85,6.43467170879758,FALSE,0.0500000000000007,19.755,27.945,-119.552857142857,-110.071666666667,-130.93,317,303,347,87,14,-153.77,320,Justin,Joly,MIA,TE,22,-6,356.09,58,20.1,281.49,ADP.tsv,NA,39.6022,ADP.tsv,NA,NA,NA,NA,23141,281.49,236,358,4
average,13675,TE,23.8,4.7600,TRUE,0.283333333333335,23.8,23.8,-119.602857142857,-106.026666666667,-135.075,318,277,360,88,14,-153.82,321,Tyler,Conklin,DET,TE,31,2,456.4,85.33,11.94,,,NA,,,NA,NA,NA,NA,,,,,
average,16647,TE,23.5166666666667,2.19905282640807,FALSE,0.0166666666666657,22.13,25.685,-119.88619047619,-107.696666666667,-133.19,320,288,355,89,14,-154.103333333333,326,Brevyn,Spann-Ford,DAL,TE,27,-4,462.4,95.75,9.43,,,NA,,,NA,NA,NA,NA,,,,,
average,17660,TE,23.5,0.989949493661168,FALSE,0.5,22.87,24.13,-119.902857142857,-106.956666666667,-134.745,321,283,359,90,14,-154.12,327,Bauer,Sharp,TBB,TE,23,-6,463.2,85.3,12.37,,,NA,,,NA,NA,NA,NA,,,,,
average,15909,TE,23,4.6000,TRUE,0.0249999999999986,23,23,-120.402857142857,-106.826666666667,-135.875,323,281,362,91,14,-154.62,329,James,Mitchell,CAR,TE,27,-2,553,144.6,10.25,,,NA,,,NA,NA,NA,NA,,,,,
average,16218,TE,22.975,5.48007755419574,FALSE,0.0750000000000028,19.4875,26.4625,-120.427857142857,-110.339166666667,-132.4125,324,306,352,92,14,-154.645,330,Payne,Durham,TBB,TE,26,-3,475.4,101.88,6.6,,,NA,,,NA,NA,NA,NA,,,,,
average,16113,TE,22.9,4.5800,TRUE,0.199999999999996,22.9,22.9,-120.502857142857,-106.926666666667,-135.975,325,282,363,93,14,-154.72,332,Stone,Smartt,NOS,TE,28,-2,503.75,126.4,8.69,,,NA,,,NA,NA,NA,NA,,,,,
average,15335,TE,22.7,6.92964645562817,FALSE,0.300000000000004,18.29,27.11,-120.702857142857,-111.536666666667,-131.765,326,310,348,94,14,-154.92,333,Luke,Farrell,SFO,TE,29,-1,449.2,87.5,6.58,,,NA,,,NA,NA,NA,NA,,,,,
average,17699,TE,22.4,4.4800,TRUE,0.524999999999999,22.4,22.4,-121.002857142857,-107.426666666667,-136.475,327,286,365,95,14,-155.22,334,Dallen,Bentley,DEN,TE,26,-6,501.4,114.6,9.6,,,NA,,,NA,NA,NA,NA,,,,,
average,15916,TE,21.875,6.18718433538229,FALSE,0.424999999999997,17.9375,25.8125,-121.527857142857,-111.889166666667,-133.0625,329,314,354,96,14,-155.745,337,Drew,Ogletree,IND,TE,28,-2,473.8,101.5,5.74,,,NA,,,NA,NA,NA,NA,,,,,
average,13315,TE,21.45,4.2900,TRUE,0.350000000000001,21.45,21.45,-121.952857142857,-108.376666666667,-137.425,332,292,370,97,14,-156.17,338,Eric,Saubert,SEA,TE,32,3,475.2,100.38,3.77,,,NA,,,NA,NA,NA,NA,,,,,
average,17243,TE,21.1,4.2200,TRUE,0.0500000000000007,21.1,21.1,-122.302857142857,-108.726666666667,-137.775,334,294,372,98,14,-156.52,339,Thomas,Fidone,NYG,TE,24,-5,584.75,131.5,16.83,,,NA,,,NA,NA,NA,NA,,,,,
average,16312,TE,21.05,1.31053424220811,FALSE,0.766666666666666,19.78,22.075,-122.352857142857,-110.046666666667,-136.8,335,302,366,99,14,-156.57,340,Josh,Whyle,GBP,TE,27,-3,469.6,92.89,19.15,,,NA,,,NA,NA,NA,NA,,,,,
average,13676,TE,20.2833333333333,2.42607364548839,FALSE,0.183333333333334,18.13,22.495,-123.119523809524,-111.696666666667,-136.38,337,311,364,100,14,-157.336666666667,342,Durham,Smythe,BAL,TE,31,2,447,84.5,13.44,,,NA,,,NA,NA,NA,NA,,,,,
average,15970,TE,20.1,4.0200,TRUE,0.350000000000001,20.1,20.1,-123.302857142857,-109.726666666667,-138.775,338,301,376,101,14,-157.52,343,Lucas,Krull,DEN,TE,28,-2,523.33,133.8,16.23,,,NA,,,NA,NA,NA,NA,,,,,
average,17567,TE,19.75,13.6070753654119,FALSE,0.0499999999999972,6.595,30.49,-123.652857142857,-123.231666666667,-128.385,339,344,339,102,14,-157.87,344,Oscar,Delp,NOS,TE,23,-6,298.87,42.48,6.74,283.14,ADP.tsv,NA,20.2624,ADP.tsv,NA,NA,4.752,NA,22970,283.14,284,360,12
average,17651,TE,19.7,3.9400,TRUE,0.650000000000002,19.7,19.7,-123.702857142857,-110.126666666667,-139.175,340,305,377,103,14,-157.92,345,Josh,Cuevas,BAL,TE,23,-6,426.4,79.38,7.94,,,NA,,,NA,NA,NA,NA,,,,,
average,17655,TE,19.05,11.7769902776558,FALSE,0.483333333333334,8.365,29.56,-124.352857142857,-121.461666666667,-129.315,342,337,342,104,14,-158.57,347,Seydou,Traore,MIA,TE,24,-6,441,84,6.6,,,NA,,,NA,NA,NA,NA,,,,,
average,17549,TE,18.5666666666667,12.5508299858349,FALSE,0.0666666666666664,6.36,28.23,-124.83619047619,-123.466666666667,-130.645,344,346,346,105,14,-159.053333333333,350,Sam,Roush,CHI,TE,23,-6,433.8,75.91,12.76,,,NA,,,NA,NA,NA,NA,,,,,
average,13678,TE,18.5,1.69705627484772,FALSE,0.183333333333334,17.42,19.58,-124.902857142857,-112.406666666667,-139.295,346,316,378,106,14,-159.12,351,Ian,Thomas,LVR,TE,30,2,477.2,104.13,15.57,,,NA,,,NA,NA,NA,NA,,,,,
average,17545,TE,18.3166666666667,11.6651546639268,FALSE,0.216666666666665,6.845,25.25,-125.08619047619,-122.981666666667,-133.625,348,342,356,107,14,-159.303333333333,352,Jack,Endries,CIN,TE,22,-6,501,85.36,23.73,,,NA,,,NA,NA,NA,NA,,,,,
average,15929,TE,18.1,3.6200,TRUE,0.0500000000000007,18.1,18.1,-125.302857142857,-111.726666666667,-140.775,349,312,382,108,14,-159.52,354,Ko,Kieft,TBB,TE,28,-2,629.75,157.6,10.76,,,NA,,,NA,NA,NA,NA,,,,,
average,15419,TE,18.05,6.26917059905056,FALSE,0.25,12.055,23.17,-125.352857142857,-117.771666666667,-135.705,350,328,361,109,14,-159.57,355,Kylen,Granson,TEN,TE,28,-1,499.2,111.5,10.22,,,NA,,,NA,NA,NA,NA,,,,,
average,16425,TE,17.8,3.5600,TRUE,0.949999999999999,17.8,17.8,-125.602857142857,-112.026666666667,-141.075,352,315,383,110,14,-159.82,356,Julian,Hill,NEP,TE,26,-3,538.25,135.4,13.65,,,NA,,,NA,NA,NA,NA,,,,,
average,13940,TE,16.85,3.3700,TRUE,0.850000000000001,16.85,16.85,-126.552857142857,-112.976666666667,-142.025,354,318,384,111,14,-160.77,362,Johnny,Mundt,PHI,TE,32,3,482.6,100.67,11.21,,,NA,,,NA,NA,NA,NA,,,,,
average,15334,TE,16,6.78822509939086,FALSE,0.216666666666667,11.68,20.32,-127.402857142857,-118.146666666667,-138.555,356,330,374,112,14,-161.62,365,Hunter,Long,ARI,TE,28,-1,492.2,114,9.66,,,NA,,,NA,NA,NA,NA,,,,,
average,17644,TE,15.7833333333333,9.10224331323511,FALSE,0.833333333333334,6.805,21.88,-127.619523809524,-123.021666666667,-136.995,357,343,369,113,14,-161.836666666667,366,Tanner,Koziol,JAC,TE,23,-6,388,64.11,13.84,,,NA,,,NA,NA,NA,NA,,,,,
average,15925,TE,14.95,2.9900,TRUE,0.0749999999999993,14.95,14.95,-128.452857142857,-114.876666666667,-143.925,361,322,390,114,14,-162.67,368,John,FitzPatrick,GBP,TE,26,-2,NA,NA,NA,,,NA,,,NA,NA,NA,NA,,,,,
average,12955,TE,14.875,5.83363094478902,FALSE,3.2,11.1625,18.5875,-128.527857142857,-118.664166666667,-140.2875,362,332,381,115,15,-162.745,370,Chris,Manhertz,NYG,TE,34,4,493.5,127.5,19.75,,,NA,,,NA,NA,NA,NA,,,,,
average,15840,TE,11.675,16.2988113063499,FALSE,0.300000000000001,1.3025,22.0475,-131.727857142857,-128.524166666667,-136.8275,369,364,367,116,15,-165.945,381,Jelani,Woods,NYJ,TE,28,-2,464,91.1,25.8,,,NA,,,NA,NA,NA,NA,,,,,
average,16648,TE,11.375,13.7532268940784,FALSE,0.849999999999998,2.6225,20.1275,-132.027857142857,-127.204166666667,-138.7475,371,358,375,117,15,-166.245,382,Jared,Wiley,KCC,TE,26,-4,473.2,97.67,12.36,,,NA,,,NA,NA,NA,NA,,,,,
average,16220,TE,10.525,12.9754094347731,FALSE,3.225,2.2675,18.7825,-132.877857142857,-127.559166666667,-140.0925,372,361,380,118,15,-167.095,387,Will,Mallory,IND,TE,27,-3,500.6,111.2,5.46,,,NA,,,NA,NA,NA,NA,,,,,
average,16831,TE,7.3,1.4600,TRUE,0.85,7.3,7.3,-136.102857142857,-122.526666666667,-151.575,380,341,403,119,15,-170.32,397,David,Martin-Robinson,TEN,TE,27,-4,625,148.25,17.98,,,NA,,,NA,NA,NA,NA,,,,,
average,16706,TE,6.45,1.2900,TRUE,3.15,6.45,6.45,-136.952857142857,-123.376666666667,-152.425,382,345,406,120,15,-171.17,403,Tip,Reiman,ARI,TE,25,-4,561.25,128.83,11.19,,,NA,,,NA,NA,NA,NA,,,,,
average,17696,TE,3.3,0.6600,TRUE,0.35,3.3,3.3,-140.102857142857,-126.526666666667,-155.575,387,355,409,121,15,-174.32,414,Carsen,Ryan,CLE,TE,23,-6,482.5,103,5.29,,,NA,,,NA,NA,NA,NA,,,,,
average,17641,TE,2.95,0.5900,TRUE,0.1,2.95,2.95,-140.452857142857,-126.876666666667,-155.925,389,356,410,122,15,-174.67,416,Max,Bredeson,MIN,TE,24,-6,451.88,121,18.2,,,NA,,,NA,NA,NA,NA,,,,,
average,13427,TE,2.85,0.5700,TRUE,0.45,2.85,2.85,-140.552857142857,-126.976666666667,-156.025,390,357,411,123,16,-174.77,417,Robert,Tonyan,PIT,TE,32,3,NA,137,18.99,,,NA,,,NA,NA,NA,NA,,,,,
average,17419,TE,2.4,0.4800,TRUE,0.55,2.4,2.4,-141.002857142857,-127.426666666667,-156.475,391,360,412,124,16,-175.22,418,Keleki,Latu,BUF,TE,24,-5,535.25,134.8,15.64,,,NA,,,NA,NA,NA,NA,,,,,
average,14060,TE,1.85,0.3700,TRUE,1.05,1.85,1.85,-141.552857142857,-127.976666666667,-157.025,394,363,413,125,16,-175.77,419,Tyree,Jackson,WAS,TE,29,1,NA,NA,NA,,,NA,,,NA,NA,NA,NA,,,,,
average,16898,TE,0.8,0.1600,TRUE,0.0499999999999999,0.8,0.8,-142.602857142857,-129.026666666667,-158.075,396,365,415,126,16,-176.82,422,Colson,Yankoff,WAS,TE,26,-4,545.4,129.17,7.22,,,NA,,,NA,NA,NA,NA,,,,,
average,16919,TE,0.75,0.1500,TRUE,0.6,0.75,0.75,-142.652857142857,-129.076666666667,-158.125,397,366,416,127,16,-176.87,423,E.J.,Jenkins,PHI,TE,28,-3,634.75,153.5,21.74,,,NA,,,NA,NA,NA,NA,,,,,
average,17285,TE,0.15,0.0300,TRUE,0,0.15,0.15,-143.252857142857,-129.676666666667,-158.725,399,369,418,128,16,-177.47,427,Ben,Yurosek,MIN,TE,24,-5,543,118.67,9.64,,,NA,,,NA,NA,NA,NA,,,,,
average,16414,K,175.524254088767,6.42466054071509,FALSE,10.9335480188975,167.812388621669,184.376308812265,11.1182838238413,21.5648886216685,7.5082463630666,41,26,51,1,1,NA,NA,Brandon,Aubrey,DAL,K,31,-3,184.1,1.07,0.31,151.94,ADP.tsv,104.936,17.0496,ADP.tsv,16.5042898665771,-63.936,5.842,1.63054960059484,2964,151.94,92,190,317
average,12437,K,164.590706069869,16.0020874264456,FALSE,0.184735804943784,143.921667884154,184.68340861188,0.184735804943784,-2.3258321158458,7.81534616268146,60,69,49,2,1,NA,NA,Jason,Myers,SEA,K,35,6,200.71,4.96,1.37,202.36,ADP.tsv,132.554,22.0949,ADP.tsv,18.3360143979001,-72.554,2.084,0.799704945589309,2982,202.36,127,254,317
average,12860,K,164.405970264926,8.89177252663541,FALSE,2.64584874965283,155.248458213256,176.868062449198,0,9.0009582132565,0,61,43,61,3,1,NA,NA,Ka'imi,Fairbairn,HOU,K,32,4,192.02,3.06,2.38,185.81,ADP.tsv,129.186,20.5291,ADP.tsv,13.4331881547159,-68.186,2.267,0.879014789409143,4345,185.81,119,237,317
average,15979,K,161.760121515273,10.2189487247264,FALSE,12.4645290112855,146.2475,168.766367108382,-2.64584874965283,0,-8.10169534081643,67,61,77,4,2,NA,NA,Cameron,Dicker,LAC,K,26,-2,194.41,3.12,1.34,199.49,ADP.tsv,136.874,21.9209,ADP.tsv,10.1399084808493,-69.874,2.4385,0.853444052061997,2980,199.49,123,249,317
average,16681,K,149.295592503987,7.83269229197421,FALSE,1.19013947490711,141.146607256778,158.998290271132,-15.1103777609383,-5.10089274322169,-17.8697721780659,94,75,106,5,2,NA,NA,Will,Reichard,MIN,K,25,-4,252.18,14.55,4.45,230.38,ADP.tsv,168.905,24.7554,ADP.tsv,14.8738201212735,-74.905,1.42133333333333,0.893743189562242,2972,230.38,140,281,291
